"Modul";"Tabelle";"Feldinhalt";"Feld";"Typ";"Art des Feldes";"Formel";"Tab";"Kategorie";"Status"
"objekte";"ObjInfra";"Fahrzeit zu HBF";"zeit_hbf";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Fahrzeit zu BAB";"zeit_bab";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Fahrzeit zu Flughafen";"zeit_flug";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjFlaeche";"Nebenfläche";"nebenflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjFlaeche";"Gewerbefläche";"gewerbeflaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Aktiv"
"objekte";"ObjAusstattung";"Bodenbelastung";"bodenbelastung";"Float(13,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjPreise";"Kosten umgelegt";"kostenumgelegt";"Float(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Kosten nicht umgelegt";"kostennichtumgelegt";"Float(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjZustand";"Grdst. teilbar ab";"grd_teilbar_ab";"Int(8)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjFlaeche";"Balkon/Terrasse Fläche";"balkon_terrasse_flaeche";"Float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"adressen";"adressen";"KdNr";"KdNr";"bigint(20)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Anrede, Titel";"Anrede-Titel";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Titel";"Titel";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Name";"Name";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Vorname";"Vorname";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Firma";"Zusatz1";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Firma Zusatz";"Zusatz2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Firma3";"Zusatz3";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Straße";"Strasse";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Plz, Ort";"Plz-Ort";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Ort";"Ort";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Ortsteil";"Ortsteil";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Postfach";"Postfach";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Land";"Land";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Geschlecht";"Geschlecht";"tinyint(1)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Telefonnummern";"Telefon1";"varchar(40)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Telefon2";"Telefon2";"varchar(40)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Telefaxnummern";"Telefax1";"varchar(40)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Telefax2";"Telefax2";"varchar(40)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"E-Mail";"Email";"VARCHAR(100)";"";"";"grunddaten";"Kontakt";"Aktiv"
"adressen";"adressen";"Homepage";"Homepage";"Link";"";"";"grunddaten";"Kontakt";"Aktiv"
"adressen";"adressen";"Änderung";"Aenderung";"timestamp(14)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Änderung von";"Aenderung_von";"varchar(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Erstellt von";"Erstellt_von";"varchar(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Betreuer";"Benutzer";"User";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"Sonstige1";"Sonstige1";"text";"";"";"sonstige";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Sonstige2";"Sonstige2";"text";"";"";"sonstige";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Sonstige3";"Sonstige3";"text";"";"";"sonstige";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Kontaktart";"ArtDaten";"text";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"Eintragsdatum";"Eintragsdatum";"Date";"";"";"grunddaten";"Kontakt";"Aktiv"
"adressen";"adressen";"Letzte Aktion";"Letzte_Aktion";"Date";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"Briefanrede";"Briefanrede";"text";"";"";"grunddaten";"Kontakt";"Aktiv"
"adressen";"adressen";"Stichwort";"Stichwort";"varchar(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Stichwort2";"Stichwort2";"varchar(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Status";"Status";"tinyint(1)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Privat";"Privat";"tinyint(1)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Letzter Kontakt";"letzter_Kontakt";"datetime";"";"";"grunddaten";"Kontakt";"Aktiv"
"adressen";"adressen";"Geburtsdatum";"Geburtsdatum";"date";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Titel2";"Titel2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Vorname2";"Vorname2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Name2";"Name2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Anrede, Titel 2";"Anrede-Titel2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Aktiv"
"adressen";"adressen";"Tippgeber";"Tipp_ID";"bigint(10)";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"Straße2";"Strasse2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Plz, Ort2";"Plz-Ort2";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"LKZ, Plz, Ort";"LKZ-Plz-Ort";"varchar(80)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"objekte";"ObjTech";"IS24 Gruppennummer";"is24_grupnr";"INT(10)";"";"";"grunddaten";"Technische-Angaben";"Inaktiv"
"objekte";"ObjTech";"Betreuer";"benutzer";"User";"";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjPreise";"Heizkosten in Nebenkosten enthalten";"heizkosten_in_nebenkosten";"Varchar(20)";"";"";"preise_flaechen";"Preise";"Aktiv"
"adressen";"adressen";"Herkunft Kontakt";"HerkunftKontakt";"Text";"";"";"grunddaten";"Verwaltung";"Aktiv"
"objekte";"ObjPreise";"Pauschalmiete";"miete_pauschal";"Decimal(13,2)	";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjPreise";"Pauschalmiete pro";"miete_pauschal_pro";"varchar(60)";"";"";"preise_flaechen";"Preise";"Aktiv"
"objekte";"ObjTech";"Abschluss am";"verkauft_am";"Date";"DATA_TYPE_DATE";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjPreise";"Betriebskosten";"betriebskosten";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjTech";"AfA ID";"AfAID";"VARCHAR(1)";"";"";"grunddaten";"Technische-Angaben";"Inaktiv"
"objekte";"ObjVerwaltung";"Miete ab";"miete_ab";"date";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Fertigstellung";"fertigstellung";"date";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjPreise";"Preis Grund und Boden";"preis_gub";"decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaeche";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Preis Gebäude";"preis_gebaeude";"decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaeche";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Preis Sanierung";"preis_sanierung";"decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaeche";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Preis Mobiliar";"preis_moebiliar";"decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaeche";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Rücklagen p.M.";"ruecklagen_pm";"decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaeche";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Verwaltung p.M.";"verwaltung_pm";"decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaeche";"Preise";"Inaktiv"
"adressen";"adressen";"Geburtsdatum2";"Geburtsdatum2";"date";"";"";"grunddaten";"Stammdaten";"Aktiv"
"objekte";"ObjPreise";"Mieteinnahmen pro Monat";"mieteinnahmen_pro_monat";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Aktiv"
"adressen";"adressen";"Sprache";"SpracheKontakt";"CHAR(3)";"";"";"grunddaten";"Kontakt";"Aktiv"
"objekte";"ObjHomepage";"Referenz";"referenz";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"objekte";"ObjHomepage";"Reserviert";"reserviert";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"objekte";"ObjHomepage";"Neu";"neu";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"objekte";"ObjHomepage";"Verkauft";"verkauft";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"objekte";"ObjHomepage";"Top Angebot";"top_angebot";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"adressen";"adressen";"VIP-Kontakt";"Vip";"TINYINT(1)";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"Bevorzugte Kontaktform";"KontaktformBevorzugt";"VARCHAR(80)";"";"";"grunddaten";"Kontakt";"Aktiv"
"objekte";"ObjZusatzportale";"Property Type (Propertyfinder)*";"property_type";"varchar(20)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjHomepage";"Veröffentlichen";"veroeffentlichen";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"objekte";"ObjTech";"Auftragsart";"auftragsart";"Varchar(80)";"";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjTech";"Auftrag von";"auftragvon";"Date";"";"";"grunddaten";"Technische-Angaben";"Inaktiv"
"objekte";"ObjTech";"Auftrag bis";"auftragbis";"Date";"DATA_TYPE_DATE";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjPreise";"Zeiteinheit";"preis_zeiteinheit";"Varchar(20)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjZusatzportale";"URL zum Objekt";"link_item";"varchar(255)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjGeo";"Scout Region";"scout_region";"Varchar(100)";"";"";"grunddaten";"Geografische-Angaben";"Aktiv"
"objekte";"ObjZusatzportale";"Objektart (findmyhome.at)*";"fmh_objart";"varchar(60)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Kategorie (findmyhome.at)";"fmh_kategorie";"tinyint(1)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Vermarktung (findmyhome.at)*";"fmh_objart2";"varchar(10)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Zustand (findmyhome.at)";"fmh_zustand";"tinyint(1)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Möblierung (findmyhome.at)";"fmh_mobel";"varchar(60)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Kellerart (findmyhome.at)";"fmh_keller";"varchar(60)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Anzahl Reception Rooms (primelocation.com)*";"receptionrooms_primelocation";"Int(11)";"";"";"grunddaten";"";"Inaktiv"
"adressen";"adressen";"geblockt bis";"geblockt_bis";"date";"";"";"grunddaten";"Kontakt";"Inaktiv"
"objekte";"ObjZusatzportale";"PMO Ort";"pmoArea";"VARCHAR(10)";"";"";"";"";"Inaktiv"
"objekte";"ObjGeo";"Aussicht";"aussicht";"Varchar(50)";"";"";"grunddaten";"Geografische-Angaben";"Inaktiv"
"objekte";"ObjVerwaltung";"Kinderfreundlich";"kinderfreundlich";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjFlaeche";"Raumhöhe";"raumhoehe";"Float(13,2)";"DATA_TYPE_DECIMAL_LENGTH";"";"details";"Flächen";"Inaktiv"
"objekte";"ObjAusstattung";"max. Gewicht Kran (kg)";"max_krangewicht";"Float(13,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Bahnanschluss";"bahnanschluss";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Toiletten";"toiletten";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Wasseranschluss";"wasseranschluss";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Stromanschluss";"stromanschluss";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Gasanschluss";"gasanschluss";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Spielplatz";"spielplatz";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"gedeckt";"gedeckt";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Telefon/Fax";"telefon_fax";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjPreise";"Saisonmiete pauschal";"saisonmiete";"DECIMAL(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Bruttorendite";"gross_premium";"Varchar(19)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Wochenmietpreis brutto";"wochmietbto";"DECIMAL(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjFlaeche";"Volume";"volume";"INT";"DATA_TYPE_VOLUME";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjVerwaltung";"Kommentar zur Besichtigung";"visit_remark";"Varchar(200)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"max. Gewicht Warenlift (kg)";"max_warenlift";"Float(13,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"ISDN Anschluss";"isdn";"TINYINT(1)";"";"IF (
AND(SEARCH_MULTISELECT(""noAccess""[internetAccessType])=0
SEARCH_MULTISELECT(""isdn""[internetAccessType])=1)
 1 0)";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Abwasseranschluss";"abwasseranschluss";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Geschirrspülmaschine";"geschrirrspuelmaschine";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Stromanschlussart";"stromanschl_art";"Varchar(20)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"strassenabgewandte Seite";"strabgew";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjInfra";"Dist. SBB";"distanz_sbb";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjInfra";"Dist. Kantonschule";"distanz_kantonschule";"Float(13,2)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjREMAX";"Contract Type";"ContractType";"varchar(80)";"";"";"grunddaten";"";"Inaktiv"
"objekte";"ObjZusatzportale";"Region für Propertyfinder*";"propertyfinder_region";"varchar(10)";"";"";"grunddaten";"";"Inaktiv"
"adressen";"adressen";"Benutzer Status";"user_aktiv";"TINYINT(1)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Balkon";"balkon";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjAusstattung";"Terrasse";"terrasse";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"adressen";"adressen";"Newsletter";"newsletter_aktiv";"tinyint(1)";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"c/o";"Co";"varchar(80)";"";"";"adressen";"Stammdaten";"Inaktiv"
"objekte";"ObjAusstattung";"Unterkellert";"unterkellert";"Varchar(80)";"";"";"details";"Ausstattung";"Aktiv"
"adressen";"adressen";"onOffice Sync";"outlookSync";"text";"";"";"grunddaten";"Verwaltung";"Aktiv"
"objekte";"ObjAusstattung";"Minergie Bauweise";"minergie_general";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Minergie zertifiziert";"minergie_certified";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjPreise";"Provisionspflichtig";"provisionspflichtig";"TINYINT(1)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Provisionshinweis";"provisionshinweis";"varchar(500)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"Ausstattungsqualität";"ausstattungsqualitaet";"Varchar(20)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjPreise";"Preis pro Parkfläche";"preisProParkflaeche";"Decimal(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"Gäste WC";"gaesteWc";"TINYINT(1)";"";"";"details";"Ausstattung";"Aktiv"
"objekte";"ObjZustand";"Jahr der letzten Modernisierung";"jahrLetzteModernisierung";"VARCHAR(4)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjZustand";"Bauphase";"bauphase";"Varchar(20)";"";"";"details";"Zustand";"Inaktiv"
"objekte";"ObjAusstattung";"Deckenlast in kg/qm";"deckenlast";"DECIMAL(13,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjInfra";"Lageart gewerblicher Immobilien";"lageart";"Varchar(20)";"";"";"details";"Infrastruktur";"Inaktiv"
"objekte";"ObjVerwaltung";"Zulieferungsarten für Einzelhandel";"is24_zulieferung";"Varchar(30)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Starkstrom";"starkstrom";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjFlaeche";"Garagenhöhe";"garage_hoehe";"DECIMAL(4,2)";"DATA_TYPE_LENGTH";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Garagenlänge";"garage_laenge";"DECIMAL(3,2)";"DATA_TYPE_LENGTH";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjFlaeche";"Garagenbreite";"garage_breite";"DECIMAL(3,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjAusstattung";"Tragkraft Lastenaufzug (kg)";"lastenaufzugTragkraft";"DECIMAL(13,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Tragkraft Kranbahn (Tonnen)";"kranbahnTragkraft";"DECIMAL(5,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Schaufensterfront";"schaufensterfront";"DECIMAL(5,2)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjZustand";"Energieausweis";"energieausweistyp";"VARCHAR(80)";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Endenergieverbrauch";"energieverbrauchskennwert";"DECIMAL(7,2)";"DATA_TYPE_ENERGY_REQUIRED";"";"details";"Zustand";"Aktiv"
"objekte";"ObjZustand";"Warmwasser enthalten";"warmwasserEnthalten";"TINYINT(1)";"";"";"details";"Zustand";"Aktiv"
"objekte";"ObjTech";"Letzte Aktion";"letzte_aktion";"Date";"";"";"grunddaten";"Technische-Angaben";"Aktiv"
"objekte";"ObjZustand";"Energieausweis gültig bis";"energieausweis_gueltig_bis";"DATE";"DATA_TYPE_DATE";"";"details";"Zustand";"Aktiv"
"adressen";"adressen";"Team Status (RE/MAX)*";"TeamStatus";"TINYINT(1)";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Date Joined (RE/MAX)*";"DateJoinedREMAX";"DATE";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"objekte";"ObjTech";"Nachweispflichtig";"nachweispflichtig";"TINYINT(1)";"";"";"grunddaten";"Technische-Angaben";"Inaktiv"
"objekte";"ObjPreise";"Provisionsbetrag (intern)";"provisionsbetrag";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"Moebliert";"moebliert";"Varchar(80)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjZustand";"Alter";"obj_alter";"Varchar(80)";"";"";"details";"Zustand";"Inaktiv"
"adressen";"adressen";"Kunde seit";"kunde_seit";"Date";"";"";"grunddaten";"Verwaltung";"Aktiv"
"adressen";"adressen";"Impressum (RE/MAX)";"remaxImpressum";"TEXT";"";"";"grunddaten";"Stammdaten";"Inaktiv"
"adressen";"adressen";"Kundenlogo";"Kundenlogo";"BLOB";"";"";"grunddaten";"Kontakt";"Inaktiv"
"adressen";"adressen";"Warnhinweis";"additionalHeader";"VARCHAR(255)";"";"";"grunddaten";"Verwaltung";"Aktiv"
"objekte";"ObjVerwaltung";"Bewertung-Name";"bewertungName";"Varchar(255)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Bewertung-Wert";"bewertungWert";"Varchar(255)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Bewertung-Typ";"bewertungTyp";"Varchar(255)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Bewertung-Modus";"bewertungModus";"Varchar(255)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Aktenzeichen (Versteigerung)";"versteigerungAktenzeichen";"varchar(255)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Zwangstermin (Versteigerung)";"versteigerungZvtermin";"date";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Zusatztermin (Versteigerung)";"versteigerungZusatztermin";"date";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Amtsgericht (Versteigerung)";"versteigerungAmtsgericht";"Varchar(255)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Dachform";"dachform";"Varchar(60)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Bauweise";"bauweise";"Varchar(60)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Ausbaustufe";"ausbaustufe";"Varchar(60)";"";"";"details";"Ausstattung";"Inaktiv"
"adressen";"adressen";"Rückruf akzeptiert";"Rueckruf_akzeptiert";"TINYINT(1)";"";"";"grunddaten";"Verwaltung";"Aktiv"
"objekte";"ObjHomepage";"Preisreduktion";"preisreduktion";"TINYINT(1)";"";"";"vermarktung";"";"Inaktiv"
"adressen";"adressen";"AGB akzeptiert";"AGB_akzeptiert";"tinyint(1)";"";"";"grunddaten";"Verwaltung";"Aktiv"
"objekte";"ObjPreise";"Preis ab";"preisAb";"Decimal(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjFlaeche";"Grundfläche";"grundflaeche";"float(13,2)";"DATA_TYPE_AREA";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjAusstattung";"Energiestandard";"energiestandard";"VARCHAR(100)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjAusstattung";"Baureihe";"baureihe";"Varchar(255)";"";"";"details";"Ausstattung";"Inaktiv"
"objekte";"ObjFlaeche";"Wohnfläche pro Geschoss";"wohnflProGeschoss";"VARCHAR(100)";"";"";"preise_flaechen";"Flächen";"Inaktiv"
"objekte";"ObjPreise";"Preis pro Bauleistung";"preisProBauleistung";"text";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjVerwaltung";"Objektadresse in PDF Exposé freigeben";"objektadresse_freigeben_pdf_expose";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Grundbuchblattnummer";"grundbuchblattnr";"Varchar(40)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Telefon (Versteigerung)";"amtsgerichtTelefon";"Varchar(15)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Wiederholungstermin (Zwangsversteigerung)";"wiederholungstermin";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjVerwaltung";"Teilungsversteigerung";"teilungsversteigerung";"TINYINT(1)";"";"";"details";"Verwaltung";"Inaktiv"
"objekte";"ObjAusstattung";"Abstellraum";"abstellraum";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
"adressen";"adressen";"Kontonummer";"kontonummer";"VARCHAR(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"BLZ";"bankleitzahl";"VARCHAR(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Name der Bank";"nameBank";"VARCHAR(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"IBAN";"iban";"VARCHAR(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"BIC";"bic";"VARCHAR(80)";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"adressen";"adressen";"Adresse der Bank(für SWIFT-Überweisungen)";"adresseBank";"TEXT";"";"";"grunddaten";"Verwaltung";"Inaktiv"
"objekte";"ObjPreise";"Summe MwSt.";"mwst_gesamt";"DECIMAL(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Sonstige Kosten";"sonstige_kosten";"DECIMAL(13,2)";"DATA_TYPE_MONETARY";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjPreise";"Nettorendite (Ist)";"nettorendite_ist";"DECIMAL(13,2)";"";"";"preise_flaechen";"Preise";"Inaktiv"
"objekte";"ObjAusstattung";"Bibliothek";"bibliothek";"TINYINT(1)";"";"";"details";"Ausstattung";"Inaktiv"
